,pairID,premise,hypothesis,propositional_logic_rule
3807,254445389.jpg#2r1e,A small group of people are eating and drinking together.,Both a small group of people are eating and drinking together and no small group of people are eating and drinking together. ,Conjunction
3808,2542163492.jpg#0r1n,A man is eating lunch.,Either a man is eating lunch or no man is eating lunch. ,Disjunction
3809,2542163492.jpg#0r1n,A man is eating lunch.,Both a man is eating lunch and no man is eating lunch. ,Conjunction
3810,2542163492.jpg#0r1e,A man is holding a banana.,Either a man is holding a banana or no man is holding a banana. ,Disjunction
3811,2542163492.jpg#0r1e,A man is holding a banana.,Both a man is holding a banana and no man is holding a banana. ,Conjunction
3812,241347391.jpg#3r1e,A red shirt as attire.,Either a red shirt as attire or no red shirt as attire. ,Disjunction
3813,241347391.jpg#3r1e,A red shirt as attire.,Both a red shirt as attire and no red shirt as attire. ,Conjunction
3814,2647062476.jpg#2r1e,Women are outside.,Either women are outside or no women are outside. ,Disjunction
3815,2647062476.jpg#2r1e,Women are outside.,Both women are outside and no women are outside. ,Conjunction
3816,3027421269.jpg#1r1e,A young african child carrying a bag.,Either a young african child carrying a bag or no young african child is carrying a bag. ,Disjunction
3817,3027421269.jpg#1r1e,A young african child carrying a bag.,Both a young african child carrying a bag and no young african child is carrying a bag. ,Conjunction
3818,4850474112.jpg#0r1e,Many people populate the city.,Either many people populate the city or not many people populate the city. ,Disjunction
3819,4850474112.jpg#0r1e,Many people populate the city.,Both many people populate the city and not many people populate the city. ,Conjunction
3820,3182504961.jpg#1r1e,A person is entertaining herself.,Either a person is entertaining herself or no person is entertaining herself. ,Disjunction
3821,3182504961.jpg#1r1e,A person is entertaining herself.,Both a person is entertaining herself and no person is entertaining herself. ,Conjunction
3822,4610444848.jpg#0r1e,Two boys look on as a married couple get their pictures taken.,Either two boys look on as a married couple get their pictures taken or no two boys look on as a married couple get their pictures taken. ,Disjunction
3823,4610444848.jpg#0r1e,Two boys look on as a married couple get their pictures taken.,Both two boys look on as a married couple get their pictures taken and no two boys look on as a married couple get their pictures taken. ,Conjunction
3824,2552931945.jpg#4r1e,A man is sitting and strumming a guitar.,Either a man is sitting and strumming a guitar or no man is sitting and strumming a guitar. ,Disjunction
3825,2552931945.jpg#4r1e,A man is sitting and strumming a guitar.,Both a man is sitting and strumming a guitar and no man is sitting and strumming a guitar. ,Conjunction
3826,5293382329.jpg#0r1n,A long haired man is practicing to talk into a microphone as though he is on stage.,Either a long haired man is practicing to talk into a microphone as though he is on stage or no long haired man is practicing to talk into a microphone as though he is on stage. ,Disjunction
3827,5293382329.jpg#0r1n,A long haired man is practicing to talk into a microphone as though he is on stage.,Both a long haired man is practicing to talk into a microphone as though he is on stage and no long haired man is practicing to talk into a microphone as though he is on stage. ,Conjunction
3828,5293382329.jpg#0r1e,A man with long hair is acting like he is on a stage and is talking into a microphone.,Either a man with long hair is acting like he is on a stage and is talking into a microphone or no man with long hair is acting like he is on a stage and is talking into a microphone. ,Disjunction
3829,5293382329.jpg#0r1e,A man with long hair is acting like he is on a stage and is talking into a microphone.,Both a man with long hair is acting like he is on a stage and is talking into a microphone and no man with long hair is acting like he is on a stage and is talking into a microphone. ,Conjunction
3830,264141937.jpg#0r1e,The elaborately dressed woman stands around with her riches.,Either the elaborately dressed woman stands around with her riches or the elaborately dressed woman does not stand around with her riches. ,Disjunction
3831,264141937.jpg#0r1e,The elaborately dressed woman stands around with her riches.,Both the elaborately dressed woman stands around with her riches and the elaborately dressed woman does not stand around with her riches. ,Conjunction
3832,3034585889.jpg#1r1e,A person fell off their bike.,Either a person fell off their bike or no person fell off their bike. ,Disjunction
3833,3034585889.jpg#1r1e,A person fell off their bike.,Both a person fell off their bike and no person fell off their bike. ,Conjunction
3834,3266399073.jpg#4r1e,There are three people talking.,Either there are three people talking or there are not three people talking. ,Disjunction
3835,3266399073.jpg#4r1e,There are three people talking.,Both there are three people talking and there are not three people talking. ,Conjunction
3836,3882399405.jpg#3r1e,A woman holding a child.,Either a woman holding a child or no woman is holding a child. ,Disjunction
3837,3882399405.jpg#3r1e,A woman holding a child.,Both a woman holding a child and no woman is holding a child. ,Conjunction
3838,2466412466.jpg#4r1n,A child is going for a ride on that man.,Either a child is going for a ride on that man or no child is going for a ride on that man. ,Disjunction
3839,2466412466.jpg#4r1n,A child is going for a ride on that man.,Both a child is going for a ride on that man and no child is going for a ride on that man. ,Conjunction
3840,2466412466.jpg#4r1e,A child is riding on a mans shuolders.,Either a child is riding on a mans shuolders or no child is riding on a man's shoulders. ,Disjunction
3841,2466412466.jpg#4r1e,A child is riding on a mans shuolders.,Both a child is riding on a mans shuolders and no child is riding on a man's shoulders. ,Conjunction
3842,2631300484.jpg#0r1e,A male is surrounded with other human beings having a large snake around his chest.,Either a male is surrounded with other human beings having a large snake around his chest or no male is surrounded with other human beings having a large snake around his chest. ,Disjunction
3843,2631300484.jpg#0r1e,A male is surrounded with other human beings having a large snake around his chest.,Both a male is surrounded with other human beings having a large snake around his chest and no male is surrounded with other human beings having a large snake around his chest. ,Conjunction
3844,2129341575.jpg#0r1e,A person outside.,Either a person outside or no person is outside. ,Disjunction
3845,2129341575.jpg#0r1e,A person outside.,Both a person outside and no person is outside. ,Conjunction
3846,4720431530.jpg#3r1e,A group of people wait outside a bus stop.,Either a group of people wait outside a bus stop or no group of people wait outside a bus stop. ,Disjunction
3847,4720431530.jpg#3r1e,A group of people wait outside a bus stop.,Both a group of people wait outside a bus stop and no group of people wait outside a bus stop. ,Conjunction
3848,1975531316.jpg#0r1n,A woman is holding a leash on her dog.,Either a woman is holding a leash on her dog or no woman is holding a leash on her dog. ,Disjunction
3849,1975531316.jpg#0r1n,A woman is holding a leash on her dog.,Both a woman is holding a leash on her dog and no woman is holding a leash on her dog. ,Conjunction
3850,1975531316.jpg#0r1e,A woman is holding a leash on a dog.,Either a woman is holding a leash on a dog or no woman is holding a leash on a dog. ,Disjunction
3851,1975531316.jpg#0r1e,A woman is holding a leash on a dog.,Both a woman is holding a leash on a dog and no woman is holding a leash on a dog. ,Conjunction
3852,2344898759.jpg#0r1e,She has a conversation on her phone outdoors.,Either she has a conversation on her phone outdoors or she does not have a conversation on her phone outdoors. ,Disjunction
3853,2344898759.jpg#0r1e,She has a conversation on her phone outdoors.,Both she has a conversation on her phone outdoors and she does not have a conversation on her phone outdoors. ,Conjunction
3854,486894388.jpg#3r1e,Someone is sitting in front of a computer.,Either someone is sitting in front of a computer or nobody is sitting in front of a computer. ,Disjunction
3855,486894388.jpg#3r1e,Someone is sitting in front of a computer.,Both someone is sitting in front of a computer and nobody is sitting in front of a computer. ,Conjunction
3856,3091177347.jpg#2r1e,The room has a camera in it.,Either the room has a camera in it or the room does not have a camera in it. ,Disjunction
3857,3091177347.jpg#2r1e,The room has a camera in it.,Both the room has a camera in it and the room does not have a camera in it. ,Conjunction
3858,7148191955.jpg#0r1e,The older gentlemen are outside.,Either the older gentlemen are outside or the older gentlemen are not outside. ,Disjunction
3859,7148191955.jpg#0r1e,The older gentlemen are outside.,Both the older gentlemen are outside and the older gentlemen are not outside. ,Conjunction
3860,7148191955.jpg#2r1e,They are outside.,Either they are outside or they are not outside. ,Disjunction
3861,7148191955.jpg#2r1e,They are outside.,Both they are outside and they are not outside. ,Conjunction
3862,4799796561.jpg#4r1e,A man sits and smokes outside.,Either a man sits and smokes outside or no man sits and smokes outside. ,Disjunction
3863,4799796561.jpg#4r1e,A man sits and smokes outside.,Both a man sits and smokes outside and no man sits and smokes outside. ,Conjunction
3864,2653617835.jpg#0r1e,A man with glasses.,Either a man with glasses or no man with glasses. ,Disjunction
3865,2653617835.jpg#0r1e,A man with glasses.,Both a man with glasses and no man with glasses. ,Conjunction
3866,2124926718.jpg#2r1e,A group of people are in a room.,Either a group of people are in a room or no group of people are in a room. ,Disjunction
3867,2124926718.jpg#2r1e,A group of people are in a room.,Both a group of people are in a room and no group of people are in a room. ,Conjunction
3868,4813951931.jpg#3r1e,A man in an orange hat walks his bike down a street.,Either a man in an orange hat walks his bike down a street or no man in an orange hat walks his bike down a street. ,Disjunction
3869,4813951931.jpg#3r1e,A man in an orange hat walks his bike down a street.,Both a man in an orange hat walks his bike down a street and no man in an orange hat walks his bike down a street. ,Conjunction
3870,3287383259.jpg#3r1e,The woman is working on papers.,Either the woman is working on papers or the woman is not working on papers. ,Disjunction
3871,3287383259.jpg#3r1e,The woman is working on papers.,Both the woman is working on papers and the woman is not working on papers. ,Conjunction
3872,6864524045.jpg#0r1e,A little boy wants a dirty rugby ball.,Either a little boy wants a dirty rugby ball or no little boy wants a dirty rugby ball. ,Disjunction
3873,6864524045.jpg#0r1e,A little boy wants a dirty rugby ball.,Both a little boy wants a dirty rugby ball and no little boy wants a dirty rugby ball. ,Conjunction
3874,6190299977.jpg#1r1e,A soccer player tries to get an interception.,Either a soccer player tries to get an interception or no soccer player tries to get an interception. ,Disjunction
3875,6190299977.jpg#1r1e,A soccer player tries to get an interception.,Both a soccer player tries to get an interception and no soccer player tries to get an interception. ,Conjunction
3876,6190299977.jpg#1r1n,A soccer player gets the interception.,Either a soccer player gets the interception or no soccer player gets the interception. ,Disjunction
3877,6190299977.jpg#1r1n,A soccer player gets the interception.,Both a soccer player gets the interception and no soccer player gets the interception. ,Conjunction
3878,4916474078.jpg#0r1e,There is a woman under fluorescent lights.,Either there is a woman under fluorescent lights or there is no woman under fluorescent lights. ,Disjunction
3879,4916474078.jpg#0r1e,There is a woman under fluorescent lights.,Both there is a woman under fluorescent lights and there is no woman under fluorescent lights. ,Conjunction
3880,455994083.jpg#2r1e,A male has a device near his mouth.,Either a male has a device near his mouth or no male has a device near his mouth. ,Disjunction
3881,455994083.jpg#2r1e,A male has a device near his mouth.,Both a male has a device near his mouth and no male has a device near his mouth. ,Conjunction
3882,4682065369.jpg#2r1e,The photographer is taking a picture.,Either the photographer is taking a picture or the photographer is not taking a picture. ,Disjunction
3883,4682065369.jpg#2r1e,The photographer is taking a picture.,Both the photographer is taking a picture and the photographer is not taking a picture. ,Conjunction
3884,4267614055.jpg#0r1e,People watch a child play.,Either people watch a child play or nobody watches a child play. ,Disjunction
3885,4267614055.jpg#0r1e,People watch a child play.,Both people watch a child play and nobody watches a child play. ,Conjunction
3886,4817935794.jpg#4r1e,Two guys help a girl with her harness.,Either two guys help a girl with her harness or no two guys help a girl with her harness. ,Disjunction
3887,4817935794.jpg#4r1e,Two guys help a girl with her harness.,Both two guys help a girl with her harness and no two guys help a girl with her harness. ,Conjunction
3888,3255482333.jpg#2r1e,A skier skis.,Either a skier skis or no skier skis. ,Disjunction
3889,3255482333.jpg#2r1e,A skier skis.,Both a skier skis and no skier skis. ,Conjunction
3890,3179833180.jpg#0r1e,A person is getting out of an suv.,Either a person is getting out of an suv or no person is getting out of an suv. ,Disjunction
3891,3179833180.jpg#0r1e,A person is getting out of an suv.,Both a person is getting out of an suv and no person is getting out of an suv. ,Conjunction
3892,3685373706.jpg#2r1e,A man with no shirt holds a stick.,Either a man with no shirt holds a stick or no man with no shirt holds a stick. ,Disjunction
3893,3685373706.jpg#2r1e,A man with no shirt holds a stick.,Both a man with no shirt holds a stick and no man with no shirt holds a stick. ,Conjunction
3894,2738379929.jpg#4r1n,The boy is outside.,Either the boy is outside or the boy is not outside. ,Disjunction
3895,2738379929.jpg#4r1n,The boy is outside.,Both the boy is outside and the boy is not outside. ,Conjunction
3896,4151424348.jpg#2r1e,The young boy is watching a man perform.,Either the young boy is watching a man perform or the young boy is not watching a man perform. ,Disjunction
3897,4151424348.jpg#2r1e,The young boy is watching a man perform.,Both the young boy is watching a man perform and the young boy is not watching a man perform. ,Conjunction
3898,4910904772.jpg#0r1e,A woman is outdoors.,Either a woman is outdoors or no woman is outdoors. ,Disjunction
3899,4910904772.jpg#0r1e,A woman is outdoors.,Both a woman is outdoors and no woman is outdoors. ,Conjunction
3900,45427454.jpg#4r1e,A guy is fixing the roof.,Either a guy is fixing the roof or no guy is fixing the roof. ,Disjunction
3901,45427454.jpg#4r1e,A guy is fixing the roof.,Both a guy is fixing the roof and no guy is fixing the roof. ,Conjunction
3902,6956922556.jpg#1r1e,Two girls are taking pictures outside.,Either two girls are taking pictures outside or no two girls are taking pictures outside. ,Disjunction
3903,6956922556.jpg#1r1e,Two girls are taking pictures outside.,Both two girls are taking pictures outside and no two girls are taking pictures outside. ,Conjunction
3904,7396934178.jpg#4r1e,Two people are racing.,Either two people are racing or no two people are racing. ,Disjunction
3905,7396934178.jpg#4r1e,Two people are racing.,Both two people are racing and no two people are racing. ,Conjunction
3906,2416964653.jpg#3r1e,Their faces convey their feelings.,Either their faces convey their feelings or their faces do not convey their feelings. ,Disjunction
3907,2416964653.jpg#3r1e,Their faces convey their feelings.,Both their faces convey their feelings and their faces do not convey their feelings. ,Conjunction
3908,3426789838.jpg#3r1e,A child is thrown by a man in the pool.,Either a child is thrown by a man in the pool or no child is thrown by a man in the pool. ,Disjunction
3909,3426789838.jpg#3r1e,A child is thrown by a man in the pool.,Both a child is thrown by a man in the pool and no child is thrown by a man in the pool. ,Conjunction
3910,4953626913.jpg#0r1e,Men sit.,Either men sit or no men sit. ,Disjunction
3911,4953626913.jpg#0r1e,Men sit.,Both men sit and no men sit. ,Conjunction
3912,4953626913.jpg#0r1n,Water is nearby.,Either water is nearby or water is not nearby. ,Disjunction
3913,4953626913.jpg#0r1n,Water is nearby.,Both water is nearby and water is not nearby. ,Conjunction
3914,322628645.jpg#0r1e,A woman is preparing food for a child.,Either a woman is preparing food for a child or no woman is preparing food for a child. ,Disjunction
3915,322628645.jpg#0r1e,A woman is preparing food for a child.,Both a woman is preparing food for a child and no woman is preparing food for a child. ,Conjunction
3916,5821273816.jpg#1r1e,The child practices guitar indoors.,Either the child practices guitar indoors or the child does not practice guitar indoors. ,Disjunction
3917,5821273816.jpg#1r1e,The child practices guitar indoors.,Both the child practices guitar indoors and the child does not practice guitar indoors. ,Conjunction
3918,3485425825.jpg#2r1e,A man rides a bike.,Either a man rides a bike or no man rides a bike. ,Disjunction
3919,3485425825.jpg#2r1e,A man rides a bike.,Both a man rides a bike and no man rides a bike. ,Conjunction
3920,2131732576.jpg#2r1n,Two men are wearing jeans for a jean advertisement.,Either two men are wearing jeans for a jean advertisement or no two men are wearing jeans for a jean advertisement. ,Disjunction
3921,2131732576.jpg#2r1n,Two men are wearing jeans for a jean advertisement.,Both two men are wearing jeans for a jean advertisement and no two men are wearing jeans for a jean advertisement. ,Conjunction
3922,2131732576.jpg#2r1e,Two men are wearing jeans.,Either two men are wearing jeans or no two men are wearing jeans. ,Disjunction
3923,2131732576.jpg#2r1e,Two men are wearing jeans.,Both two men are wearing jeans and no two men are wearing jeans. ,Conjunction
3924,3173928684.jpg#4r1e,The two dogs are having a brawl.,Either the two dogs are having a brawl or the two dogs are not having a brawl. ,Disjunction
3925,3173928684.jpg#4r1e,The two dogs are having a brawl.,Both the two dogs are having a brawl and the two dogs are not having a brawl. ,Conjunction
3926,3152291140.jpg#0r1e,A group of kids reading.,Either a group of kids reading or no group of kids are reading. ,Disjunction
3927,3152291140.jpg#0r1e,A group of kids reading.,Both a group of kids reading and no group of kids are reading. ,Conjunction
3928,2054584135.jpg#1r1e,A person walking down a street with snow scattered about.,Either a person walking down a street with snow scattered about or no person is walking down a street with snow scattered about. ,Disjunction
3929,2054584135.jpg#1r1e,A person walking down a street with snow scattered about.,Both a person walking down a street with snow scattered about and no person is walking down a street with snow scattered about. ,Conjunction
3930,3945002182.jpg#1r1e,2 people are at a table.,Either 2 people are at a table or no people are at a table. ,Disjunction
3931,3945002182.jpg#1r1e,2 people are at a table.,Both 2 people are at a table and no people are at a table. ,Conjunction
3932,4535433884.jpg#3r1e,The man is doing something by the water.,Either the man is doing something by the water or the man is not doing something by the water. ,Disjunction
3933,4535433884.jpg#3r1e,The man is doing something by the water.,Both the man is doing something by the water and the man is not doing something by the water. ,Conjunction
3934,3844096151.jpg#2r1e,A woman standing at a microphone.,Either a woman standing at a microphone or no woman is standing at a microphone. ,Disjunction
3935,3844096151.jpg#2r1e,A woman standing at a microphone.,Both a woman standing at a microphone and no woman is standing at a microphone. ,Conjunction
3936,2092223894.jpg#1r1e,There are girls on a trampoline.,Either there are girls on a trampoline or there are no girls on a trampoline. ,Disjunction
3937,2092223894.jpg#1r1e,There are girls on a trampoline.,Both there are girls on a trampoline and there are no girls on a trampoline. ,Conjunction
3938,798343627.jpg#4r1e,A girl is expelling air.,Either a girl is expelling air or no girl is expelling air. ,Disjunction
3939,798343627.jpg#4r1e,A girl is expelling air.,Both a girl is expelling air and no girl is expelling air. ,Conjunction
3940,2690538407.jpg#4r1e,Kid showing the heavy metal hand sign.,Either kid showing the heavy metal hand sign or no kid is showing the heavy metal hand sign. ,Disjunction
3941,2690538407.jpg#4r1e,Kid showing the heavy metal hand sign.,Both kid showing the heavy metal hand sign and no kid is showing the heavy metal hand sign. ,Conjunction
3942,6273115722.jpg#1r1e,A lady is taking a picture.,Either a lady is taking a picture or no lady is taking a picture. ,Disjunction
3943,6273115722.jpg#1r1e,A lady is taking a picture.,Both a lady is taking a picture and no lady is taking a picture. ,Conjunction
3944,4557545329.jpg#0r1e,A man is holding fluffy sweets.,Either a man is holding fluffy sweets or no man is holding fluffy sweets. ,Disjunction
3945,4557545329.jpg#0r1e,A man is holding fluffy sweets.,Both a man is holding fluffy sweets and no man is holding fluffy sweets. ,Conjunction
3946,2096630557.jpg#3r1e,Two men playing basketball.,Either two men playing basketball or no two men are playing basketball. ,Disjunction
3947,2096630557.jpg#3r1e,Two men playing basketball.,Both two men playing basketball and no two men are playing basketball. ,Conjunction
3948,207731022.jpg#1r1e,A boat is in the water.,Either a boat is in the water or no boat is in the water. ,Disjunction
3949,207731022.jpg#1r1e,A boat is in the water.,Both a boat is in the water and no boat is in the water. ,Conjunction
3950,7300424828.jpg#4r1e,A boy holds onto a post.,Either a boy holds onto a post or no boy holds onto a post. ,Disjunction
3951,7300424828.jpg#4r1e,A boy holds onto a post.,Both a boy holds onto a post and no boy holds onto a post. ,Conjunction
3952,2586028627.jpg#4r1e,A kid riding his bike down the street.,Either a kid riding his bike down the street or no kid is riding his bike down the street. ,Disjunction
3953,2586028627.jpg#4r1e,A kid riding his bike down the street.,Both a kid riding his bike down the street and no kid is riding his bike down the street. ,Conjunction
3954,2586028627.jpg#1r1e,A boy has a yellow bike.,Either a boy has a yellow bike or no boy has a yellow bike. ,Disjunction
3955,2586028627.jpg#1r1e,A boy has a yellow bike.,Both a boy has a yellow bike and no boy has a yellow bike. ,Conjunction
3956,6540766147.jpg#4r1e,Two cars participate in a car race.,Either two cars participate in a car race or no two cars participate in a car race. ,Disjunction
3957,6540766147.jpg#4r1e,Two cars participate in a car race.,Both two cars participate in a car race and no two cars participate in a car race. ,Conjunction
3958,405698513.jpg#2r1n,A gymnast has her leg straight up in the air.,Either a gymnast has her leg straight up in the air or no gymnast has her leg straight up in the air. ,Disjunction
3959,405698513.jpg#2r1n,A gymnast has her leg straight up in the air.,Both a gymnast has her leg straight up in the air and no gymnast has her leg straight up in the air. ,Conjunction
3960,405698513.jpg#2r1e,A younger gymnast wearing dark blue and white has her right leg straight in the air.,Either a younger gymnast wearing dark blue and white has her right leg straight in the air or no younger gymnast wearing dark blue and white has her right leg straight in the air. ,Disjunction
3961,405698513.jpg#2r1e,A younger gymnast wearing dark blue and white has her right leg straight in the air.,Both a younger gymnast wearing dark blue and white has her right leg straight in the air and no younger gymnast wearing dark blue and white has her right leg straight in the air. ,Conjunction
3962,3266913175.jpg#2r1e,A boy is touching a door.,Either a boy is touching a door or no boy is touching a door. ,Disjunction
3963,3266913175.jpg#2r1e,A boy is touching a door.,Both a boy is touching a door and no boy is touching a door. ,Conjunction
3964,963730324.jpg#2r1e,A person pushing a shopping cart.,Either a person pushing a shopping cart or no person is pushing a shopping cart. ,Disjunction
3965,963730324.jpg#2r1e,A person pushing a shopping cart.,Both a person pushing a shopping cart and no person is pushing a shopping cart. ,Conjunction
3966,963730324.jpg#2r1n,A biy pushing a shopping cart.,Either a biy pushing a shopping cart or no boy is pushing a shopping cart. ,Disjunction
3967,963730324.jpg#2r1n,A biy pushing a shopping cart.,Both a biy pushing a shopping cart and no boy is pushing a shopping cart. ,Conjunction
3968,334052203.jpg#4r1e,A man is with his boat.,Either a man is with his boat or no man is with his boat. ,Disjunction
3969,334052203.jpg#4r1e,A man is with his boat.,Both a man is with his boat and no man is with his boat. ,Conjunction
3970,2536876757.jpg#2r1e,The engineer had purple gloves.,Either the engineer had purple gloves or the engineer did not have purple gloves. ,Disjunction
3971,2536876757.jpg#2r1e,The engineer had purple gloves.,Both the engineer had purple gloves and the engineer did not have purple gloves. ,Conjunction
3972,5921627737.jpg#1r1e,Along a paved walkway outdoors a person in a black windbreaker takes a picture of a fish statue while a small white dog looks on.,Either along a paved walkway outdoors a person in a black windbreaker takes a picture of a fish statue while a small white dog looks on or no person in a black windbreaker takes a picture of a fish statue while a small white dog looks on along a paved walkway outdoors. ,Disjunction
3973,5921627737.jpg#1r1e,Along a paved walkway outdoors a person in a black windbreaker takes a picture of a fish statue while a small white dog looks on.,Both along a paved walkway outdoors a person in a black windbreaker takes a picture of a fish statue while a small white dog looks on and no person in a black windbreaker takes a picture of a fish statue while a small white dog looks on along a paved walkway outdoors. ,Conjunction
3974,5921627737.jpg#1r1n,A person takes a photo.,Either a person takes a photo or no person takes a photo. ,Disjunction
3975,5921627737.jpg#1r1n,A person takes a photo.,Both a person takes a photo and no person takes a photo. ,Conjunction
3976,2332806484.jpg#0r1e,Two men talk to each other.,Either two men talk to each other or no two men talk to each other. ,Disjunction
3977,2332806484.jpg#0r1e,Two men talk to each other.,Both two men talk to each other and no two men talk to each other. ,Conjunction
3978,3983874347.jpg#0r1e,There are people seated.,Either there are people seated or there are no people seated. ,Disjunction
3979,3983874347.jpg#0r1e,There are people seated.,Both there are people seated and there are no people seated. ,Conjunction
3980,245815603.jpg#4r1e,A boy is learning how to ride his bike.,Either a boy is learning how to ride his bike or no boy is learning how to ride his bike. ,Disjunction
3981,245815603.jpg#4r1e,A boy is learning how to ride his bike.,Both a boy is learning how to ride his bike and no boy is learning how to ride his bike. ,Conjunction
3982,779266595.jpg#1r1e,Men are laughing together on a nice day.,Either men are laughing together on a nice day or no men are laughing together on a nice day. ,Disjunction
3983,779266595.jpg#1r1e,Men are laughing together on a nice day.,Both men are laughing together on a nice day and no men are laughing together on a nice day. ,Conjunction
3984,3990927873.jpg#4r1e,A woman in a office.,Either a woman in a office or no woman is in a office. ,Disjunction
3985,3990927873.jpg#4r1e,A woman in a office.,Both a woman in a office and no woman is in a office. ,Conjunction
3986,2320742338.jpg#0r1e,A person with hair.,Either a person with hair or no person with hair. ,Disjunction
3987,2320742338.jpg#0r1e,A person with hair.,Both a person with hair and no person with hair. ,Conjunction
3988,3493399647.jpg#3r1e,Two people are near water.,Either two people are near water or no two people are near water. ,Disjunction
3989,3493399647.jpg#3r1e,Two people are near water.,Both two people are near water and no two people are near water. ,Conjunction
3990,3246773992.jpg#0r1e,A girl is in black pants.,Either a girl is in black pants or no girl is in black pants. ,Disjunction
3991,3246773992.jpg#0r1e,A girl is in black pants.,Both a girl is in black pants and no girl is in black pants. ,Conjunction
3992,3246773992.jpg#2r1e,A girl is dancing.,Either a girl is dancing or no girl is dancing. ,Disjunction
3993,3246773992.jpg#2r1e,A girl is dancing.,Both a girl is dancing and no girl is dancing. ,Conjunction
3994,4783263491.jpg#0r1e,A person in a hat.,Either a person in a hat or no person is in a hat. ,Disjunction
3995,4783263491.jpg#0r1e,A person in a hat.,Both a person in a hat and no person is in a hat. ,Conjunction
3996,269444846.jpg#0r1e,There are people at the beach.,Either there are people at the beach or there are no people at the beach. ,Disjunction
3997,269444846.jpg#0r1e,There are people at the beach.,Both there are people at the beach and there are no people at the beach. ,Conjunction
3998,6700364901.jpg#0r1e,A band is assembled.,Either a band is assembled or no band is assembled. ,Disjunction
3999,6700364901.jpg#0r1e,A band is assembled.,Both a band is assembled and no band is assembled. ,Conjunction
4000,6700364901.jpg#3r1e,There are people playing music.,Either there are people playing music or there are no people playing music. ,Disjunction
4001,6700364901.jpg#3r1e,There are people playing music.,Both there are people playing music and there are no people playing music. ,Conjunction
4002,2843629756.jpg#0r1e,A man is putting a sign in the window.,Either a man is putting a sign in the window or no man is putting a sign in the window. ,Disjunction
4003,2843629756.jpg#0r1e,A man is putting a sign in the window.,Both a man is putting a sign in the window and no man is putting a sign in the window. ,Conjunction
4004,2584412512.jpg#4r1e,Two canines are having fun.,Either two canines are having fun or no two canines are having fun. ,Disjunction
4005,2584412512.jpg#4r1e,Two canines are having fun.,Both two canines are having fun and no two canines are having fun. ,Conjunction
4006,4789495327.jpg#0r1e,The woman was talking on the phone.,Either the woman was talking on the phone or the woman was not talking on the phone. ,Disjunction
4007,4789495327.jpg#0r1e,The woman was talking on the phone.,Both the woman was talking on the phone and the woman was not talking on the phone. ,Conjunction
4008,4399206310.jpg#0r1e,A man holding a cigarette.,Either a man holding a cigarette or no man is holding a cigarette. ,Disjunction
4009,4399206310.jpg#0r1e,A man holding a cigarette.,Both a man holding a cigarette and no man is holding a cigarette. ,Conjunction
4010,458160846.jpg#2r1e,A cart is on a city street.,Either a cart is on a city street or no cart is on a city street. ,Disjunction
4011,458160846.jpg#2r1e,A cart is on a city street.,Both a cart is on a city street and no cart is on a city street. ,Conjunction
4012,527041167.jpg#0r1e,The shirt is blue.,Either the shirt is blue or the shirt is not blue. ,Disjunction
4013,527041167.jpg#0r1e,The shirt is blue.,Both the shirt is blue and the shirt is not blue. ,Conjunction
4014,4580613274.jpg#4r1e,A person outside.,Either a person outside or no person is outside. ,Disjunction
4015,4580613274.jpg#4r1e,A person outside.,Both a person outside and no person is outside. ,Conjunction
4016,484116237.jpg#2r1e,The boats are on the water.,Either the boats are on the water or the boats are not on the water. ,Disjunction
4017,484116237.jpg#2r1e,The boats are on the water.,Both the boats are on the water and the boats are not on the water. ,Conjunction
4018,3069701112.jpg#1r1e,Some men are standing on a carpet.,Either some men are standing on a carpet or no men are standing on a carpet. ,Disjunction
4019,3069701112.jpg#1r1e,Some men are standing on a carpet.,Both some men are standing on a carpet and no men are standing on a carpet. ,Conjunction
4020,317943067.jpg#4r1e,A baby is getting a bath.,Either a baby is getting a bath or no baby is getting a bath. ,Disjunction
4021,317943067.jpg#4r1e,A baby is getting a bath.,Both a baby is getting a bath and no baby is getting a bath. ,Conjunction
4022,4721644032.jpg#1r1e,A man is at an airport.,Either a man is at an airport or no man is at an airport. ,Disjunction
4023,4721644032.jpg#1r1e,A man is at an airport.,Both a man is at an airport and no man is at an airport. ,Conjunction
4024,2255685792.jpg#3r1e,Three humans standing.,Either three humans standing or no humans are standing. ,Disjunction
4025,2255685792.jpg#3r1e,Three humans standing.,Both three humans standing and no humans are standing. ,Conjunction
4026,5797618847.jpg#0r1e,The child is sitting.,Either the child is sitting or the child is not sitting. ,Disjunction
4027,5797618847.jpg#0r1e,The child is sitting.,Both the child is sitting and the child is not sitting. ,Conjunction
4028,4119439324.jpg#1r1e,People are on a sidewalk.,Either people are on a sidewalk or nobody is on a sidewalk. ,Disjunction
4029,4119439324.jpg#1r1e,People are on a sidewalk.,Both people are on a sidewalk and nobody is on a sidewalk. ,Conjunction
4030,4663171720.jpg#1r1e,A couple are at the park.,Either a couple are at the park or no couple are at the park. ,Disjunction
4031,4663171720.jpg#1r1e,A couple are at the park.,Both a couple are at the park and no couple are at the park. ,Conjunction
4032,2954291559.jpg#3r1n,The constructon worker is on the building.,Either the constructon worker is on the building or the construction worker is not on the building. ,Disjunction
4033,2954291559.jpg#3r1n,The constructon worker is on the building.,Both the constructon worker is on the building and the construction worker is not on the building. ,Conjunction
